id,state,year,incomePerCapita,taxPaidToOwnState,taxPaidToOtherState,burdenRate
35,New Mexico,1988,13708.14,980.17,429.65,0.1028
35,New Mexico,1989,14487.80,1056.05,442.81,0.1035
35,New Mexico,1990,15182.30,1124.16,456.25,0.1041
35,New Mexico,1991,15970.82,1168.16,480.74,0.1032
35,New Mexico,1992,16640.00,1217.32,507.78,0.1037
35,New Mexico,1993,17409.74,1282.46,530.85,0.1042
35,New Mexico,1994,18234.83,1370.87,546.50,0.1051
35,New Mexico,1995,19188.15,1409.28,565.10,0.1029
35,New Mexico,1996,20022.89,1488.27,567.97,0.1027
35,New Mexico,1997,20945.90,1566.66,587.67,0.1029
35,New Mexico,1998,22169.28,1663.81,600.52,0.1021
35,New Mexico,1999,23106.98,1683.70,603.48,0.0990
35,New Mexico,2000,24013.38,1741.41,611.89,0.0980
35,New Mexico,2001,25942.51,1753.86,669.23,0.0934
35,New Mexico,2002,26610.73,1786.60,696.00,0.0933
35,New Mexico,2003,26468.03,1772.44,702.40,0.0935
35,New Mexico,2004,27711.02,1632.39,726.21,0.0851
35,New Mexico,2005,29742.07,1636.16,874.22,0.0844
35,New Mexico,2006,31938.73,1980.73,984.92,0.0929
35,New Mexico,2007,33633.95,2203.91,997.42,0.0952
35,New Mexico,2008,34524.51,2272.65,1033.79,0.0958
35,New Mexico,2009,32929.27,2080.91,942.94,0.0918
35,New Mexico,2010,32582.30,1992.44,924.69,0.0895
35,New Mexico,2011,34446.55,2094.67,976.45,0.0892
35,New Mexico,2012,36051.21,2170.36,971.03,0.0871
36,New York,1977,8146.95,862.21,232.29,0.1343
36,New York,1978,8902.11,897.76,250.01,0.1289
36,New York,1979,9774.81,956.44,260.83,0.1245
36,New York,1980,10758.30,1054.77,282.88,0.1243
36,New York,1981,12036.27,1159.07,316.14,0.1226
36,New York,1982,13050.25,1250.77,347.51,0.1225
36,New York,1983,13847.27,1355.98,368.12,0.1245
36,New York,1984,15175.56,1523.51,409.16,0.1274
36,New York,1985,16615.13,1663.04,447.95,0.1271
36,New York,1986,17825.70,1806.42,469.86,0.1277
36,New York,1987,19111.67,1945.81,500.55,0.1280
36,New York,1988,20672.51,2078.17,537.17,0.1265
36,New York,1989,22358.99,2203.06,579.47,0.1244
36,New York,1990,23650.99,2364.80,604.07,0.1255
36,New York,1991,24124.85,2418.45,616.10,0.1258
36,New York,1992,24431.57,2540.51,636.54,0.1300
36,New York,1993,25419.26,2641.00,659.57,0.1298
36,New York,1994,26085.99,2760.81,668.74,0.1315
36,New York,1995,27114.29,2856.08,693.40,0.1309
36,New York,1996,28733.71,2911.63,705.00,0.1259
36,New York,1997,30719.37,3001.06,744.66,0.1219
36,New York,1998,32913.77,3136.39,781.26,0.1190
36,New York,1999,34835.28,3284.17,801.84,0.1173
36,New York,2000,37038.50,3441.02,846.77,0.1158
36,New York,2001,38350.90,3526.18,883.22,0.1150
36,New York,2002,37081.40,3520.91,848.83,0.1178
36,New York,2003,37009.02,3685.77,870.55,0.1231
36,New York,2004,39763.97,3978.17,949.25,0.1239
36,New York,2005,43326.34,4118.54,1162.88,0.1219
36,New York,2006,47006.57,4451.60,1310.24,0.1226
36,New York,2007,51282.88,4840.58,1386.17,0.1214
36,New York,2008,52106.10,5088.61,1457.33,0.1256
36,New York,2009,48544.09,4932.54,1286.72,0.1281
36,New York,2010,49326.48,5126.57,1268.68,0.1297
36,New York,2011,52060.33,5262.18,1353.89,0.1271
36,New York,2012,55047.07,5587.84,1405.58,0.1270
37,North Carolina,1977,6166.87,427.60,190.26,0.1002
37,North Carolina,1978,6768.81,460.92,205.96,0.0985
37,North Carolina,1979,7500.53,507.68,215.27,0.0964
37,North Carolina,1980,8107.83,551.82,230.86,0.0965
37,North Carolina,1981,9068.42,588.96,258.60,0.0935
37,North Carolina,1982,9764.09,646.90,284.78,0.0954
37,North Carolina,1983,10206.90,679.24,298.61,0.0958
37,North Carolina,1984,11381.81,767.40,336.62,0.0970
37,North Carolina,1985,12429.71,847.75,368.19,0.0978
37,North Carolina,1986,13330.36,908.35,389.93,0.0974
37,North Carolina,1987,14260.62,1023.43,415.35,0.1009
37,North Carolina,1988,15320.47,1103.84,443.93,0.1010
37,North Carolina,1989,16650.09,1161.09,476.98,0.0984
37,North Carolina,1990,17436.07,1263.52,491.85,0.1007
37,North Carolina,1991,17619.93,1273.87,497.39,0.1005
37,North Carolina,1992,18628.19,1396.57,529.63,0.1034
37,North Carolina,1993,19598.10,1486.33,561.71,0.1045
37,North Carolina,1994,20596.44,1591.75,580.52,0.1055
37,North Carolina,1995,21662.56,1657.42,598.88,0.1042
37,North Carolina,1996,22801.86,1684.89,602.23,0.1003
37,North Carolina,1997,24273.10,1778.42,633.38,0.0994
37,North Carolina,1998,25891.89,1910.79,656.53,0.0992
37,North Carolina,1999,27492.08,1987.88,673.31,0.0968
37,North Carolina,2000,28745.88,2054.55,689.51,0.0955
37,North Carolina,2001,29385.60,2115.57,703.19,0.0959
37,North Carolina,2002,28723.72,2131.68,691.94,0.0983
37,North Carolina,2003,28907.55,2147.89,724.78,0.0994
37,North Carolina,2004,30579.06,2296.51,766.33,0.1002
37,North Carolina,2005,32992.62,2416.90,924.12,0.1013
37,North Carolina,2006,34870.00,2600.28,1020.89,0.1038
37,North Carolina,2007,36331.22,2750.95,1030.33,0.1041
37,North Carolina,2008,36440.93,2839.56,1051.26,0.1068
37,North Carolina,2009,34550.41,2648.09,952.25,0.1042
37,North Carolina,2010,34558.64,2654.38,905.40,0.1030
37,North Carolina,2011,35754.72,2674.16,938.18,0.1010
37,North Carolina,2012,37522.78,2706.67,952.14,0.0975
38,North Dakota,1977,6399.79,533.75,228.01,0.1190
38,North Dakota,1978,7604.54,560.55,261.29,0.1081
38,North Dakota,1979,8586.70,551.18,276.48,0.0964
38,North Dakota,1980,8618.97,594.62,280.01,0.1015
38,North Dakota,1981,9147.81,607.11,308.47,0.1001
38,North Dakota,1982,10749.26,590.01,359.71,0.0884
38,North Dakota,1983,11317.15,605.79,383.52,0.0874
38,North Dakota,1984,11736.10,761.63,402.01,0.0992
38,North Dakota,1985,12408.53,755.60,424.78,0.0951
38,North Dakota,1986,12677.00,758.31,428.82,0.0936
38,North Dakota,1987,13234.26,825.32,441.10,0.0957
38,North Dakota,1988,13157.99,972.69,434.77,0.1070
38,North Dakota,1989,13687.06,1001.99,441.29,0.1054
38,North Dakota,1990,15126.74,1026.67,479.60,0.0996
38,North Dakota,1991,16098.98,1116.08,511.41,0.1011
38,North Dakota,1992,16815.77,1094.61,543.55,0.0974
38,North Dakota,1993,17643.74,1221.11,567.01,0.1013
38,North Dakota,1994,18553.32,1303.31,580.47,0.1015
38,North Dakota,1995,19271.72,1404.00,590.50,0.1035
38,North Dakota,1996,20530.57,1422.83,604.21,0.0987
38,North Dakota,1997,21489.18,1505.67,624.56,0.0991
38,North Dakota,1998,22789.03,1554.55,645.03,0.0965
38,North Dakota,1999,24117.99,1594.65,650.70,0.0931
38,North Dakota,2000,25450.93,1680.45,682.51,0.0928
38,North Dakota,2001,26446.53,1683.58,728.18,0.0912
38,North Dakota,2002,26079.89,1715.23,738.04,0.0941
38,North Dakota,2003,27525.67,1774.89,805.72,0.0938
38,North Dakota,2004,29682.76,1849.28,839.53,0.0906
38,North Dakota,2005,30919.24,1769.89,947.30,0.0879
38,North Dakota,2006,32979.89,2031.23,1046.18,0.0933
38,North Dakota,2007,35265.33,2304.21,1075.57,0.0958
38,North Dakota,2008,39092.63,2290.15,1235.20,0.0902
38,North Dakota,2009,39343.85,2615.37,1223.65,0.0976
38,North Dakota,2010,40723.16,2565.33,1239.71,0.0934
38,North Dakota,2011,45934.59,2848.32,1383.36,0.0921
38,North Dakota,2012,53953.44,3348.72,1518.21,0.0902
39,Ohio,1977,7413.04,446.50,224.67,0.0905
39,Ohio,1978,8217.21,495.60,242.83,0.0899
39,Ohio,1979,9105.39,542.71,252.63,0.0873
39,Ohio,1980,9847.47,581.27,270.21,0.0865
39,Ohio,1981,10742.06,630.75,296.90,0.0864
39,Ohio,1982,11356.61,701.47,320.38,0.0900
39,Ohio,1983,11716.22,824.43,328.67,0.0984
39,Ohio,1984,12890.91,933.48,365.95,0.1008
39,Ohio,1985,13964.84,996.65,394.77,0.0996
39,Ohio,1986,14808.09,1055.82,410.84,0.0990
39,Ohio,1987,15475.16,1113.47,429.22,0.0997
39,Ohio,1988,16334.48,1190.78,448.41,0.1004
39,Ohio,1989,17684.86,1283.16,475.46,0.0994
39,Ohio,1990,18442.94,1367.54,493.20,0.1009
39,Ohio,1991,18928.12,1405.92,507.88,0.1011
39,Ohio,1992,19628.20,1485.38,532.24,0.1028
39,Ohio,1993,20491.08,1559.55,556.50,0.1033
39,Ohio,1994,21464.63,1677.69,574.50,0.1049
39,Ohio,1995,22634.04,1824.68,589.48,0.1067
39,Ohio,1996,23651.14,1899.19,590.13,0.1053
39,Ohio,1997,25176.23,1960.29,618.06,0.1024
39,Ohio,1998,26926.29,2070.51,640.54,0.1007
39,Ohio,1999,28398.50,2171.60,648.67,0.0993
39,Ohio,2000,29790.11,2332.74,663.50,0.1006
39,Ohio,2001,30361.89,2367.22,677.32,0.1003
39,Ohio,2002,30075.37,2442.37,674.52,0.1036
39,Ohio,2003,30671.96,2483.97,712.41,0.1042
39,Ohio,2004,32054.77,2632.47,730.77,0.1049
39,Ohio,2005,34122.95,2885.68,852.99,0.1096
39,Ohio,2006,35572.93,2830.32,931.63,0.1058
39,Ohio,2007,37071.65,2914.64,947.71,0.1042
39,Ohio,2008,37194.10,2942.08,970.82,0.1052
39,Ohio,2009,35641.62,2690.48,884.86,0.1003
39,Ohio,2010,35505.71,2701.77,847.34,0.1000
39,Ohio,2011,37694.51,2823.72,907.36,0.0990
39,Ohio,2012,40110.60,2985.84,937.98,0.0978
40,Oklahoma,1977,6473.60,363.86,212.48,0.0890
40,Oklahoma,1978,7297.72,401.38,234.09,0.0871
40,Oklahoma,1979,8217.42,450.69,247.97,0.0850
40,Oklahoma,1980,9158.97,483.11,270.92,0.0823
40,Oklahoma,1981,10504.29,560.11,310.74,0.0829
40,Oklahoma,1982,11698.48,659.30,348.99,0.0862
40,Oklahoma,1983,11727.78,638.17,354.03,0.0846
40,Oklahoma,1984,12155.78,676.57,370.79,0.0862
40,Oklahoma,1985,13070.61,774.21,399.28,0.0898
40,Oklahoma,1986,13535.45,807.07,407.34,0.0897
40,Oklahoma,1987,13494.89,793.94,408.01,0.0891
40,Oklahoma,1988,14055.40,952.65,420.12,0.0977
40,Oklahoma,1989,15087.99,1011.55,441.28,0.0963
40,Oklahoma,1990,15847.92,1071.40,459.47,0.0966
40,Oklahoma,1991,16408.82,1155.13,479.49,0.0996
40,Oklahoma,1992,16871.80,1131.86,499.81,0.0967
40,Oklahoma,1993,17518.19,1234.52,519.91,0.1001
40,Oklahoma,1994,18154.21,1288.19,529.82,0.1001
40,Oklahoma,1995,18880.07,1377.24,543.91,0.1018
40,Oklahoma,1996,19644.44,1430.52,543.87,0.1005
40,Oklahoma,1997,20866.04,1516.70,566.74,0.0998
40,Oklahoma,1998,22250.55,1604.09,582.62,0.0983
40,Oklahoma,1999,23353.18,1694.64,589.51,0.0978
40,Oklahoma,2000,24791.10,1745.09,618.42,0.0953
40,Oklahoma,2001,26480.53,1819.27,665.17,0.0938
40,Oklahoma,2002,26741.61,1859.68,680.54,0.0950
40,Oklahoma,2003,27116.59,1811.07,714.60,0.0931
40,Oklahoma,2004,28791.97,1935.54,747.70,0.0932
40,Oklahoma,2005,31250.40,2008.00,900.87,0.0931
40,Oklahoma,2006,34286.66,2149.41,1032.44,0.0928
40,Oklahoma,2007,35785.71,2242.54,1056.15,0.0922
40,Oklahoma,2008,37467.77,2278.72,1118.32,0.0907
40,Oklahoma,2009,35890.56,2287.90,1032.60,0.0925
40,Oklahoma,2010,34233.93,2151.33,979.74,0.0915
40,Oklahoma,2011,37413.02,2195.50,1057.79,0.0870
40,Oklahoma,2012,40762.14,2420.17,1094.55,0.0862
41,Oregon,1977,7655.13,620.77,251.53,0.1139
41,Oregon,1978,8426.25,679.54,273.58,0.1131
41,Oregon,1979,9317.21,730.71,287.44,0.1093
41,Oregon,1980,10112.67,758.05,306.84,0.1053
41,Oregon,1981,10958.29,849.99,329.83,0.1077
41,Oregon,1982,11259.41,860.29,347.19,0.1072
41,Oregon,1983,11567.92,975.99,354.77,0.1150
41,Oregon,1984,12582.81,1049.74,390.04,0.1144
41,Oregon,1985,13459.85,1130.34,416.32,0.1149
41,Oregon,1986,14164.44,1127.90,431.83,0.1101
41,Oregon,1987,14931.21,1285.15,454.99,0.1165
41,Oregon,1988,15821.81,1256.67,476.63,0.1096
41,Oregon,1989,17230.28,1445.72,510.91,0.1136
41,Oregon,1990,18273.59,1527.88,538.19,0.1131
41,Oregon,1991,18915.75,1600.50,555.03,0.1140
41,Oregon,1992,19551.76,1672.82,584.14,0.1154
41,Oregon,1993,20481.43,1748.00,613.38,0.1153
41,Oregon,1994,21493.60,1820.43,639.40,0.1144
41,Oregon,1995,22693.30,1865.63,662.21,0.1114
41,Oregon,1996,24069.99,1858.29,675.09,0.1053
41,Oregon,1997,25795.44,2028.11,705.06,0.1060
41,Oregon,1998,27305.98,2034.08,722.23,0.1009
41,Oregon,1999,28517.98,2083.67,728.78,0.0986
41,Oregon,2000,30307.77,2257.07,758.22,0.0995
41,Oregon,2001,30940.76,2278.96,778.42,0.0988
41,Oregon,2002,29908.72,2137.79,767.67,0.0971
41,Oregon,2003,30365.87,2307.42,817.16,0.1029
41,Oregon,2004,32340.96,2474.30,863.99,0.1032
41,Oregon,2005,34253.34,2422.33,997.83,0.0998
41,Oregon,2006,36510.75,2689.30,1100.82,0.1038
41,Oregon,2007,38283.54,2775.80,1121.38,0.1018
41,Oregon,2008,38411.09,2692.65,1137.08,0.0997
41,Oregon,2009,36376.33,2733.98,1021.68,0.1032
41,Oregon,2010,35892.67,2866.05,963.96,0.1067
41,Oregon,2011,37423.51,2888.04,1012.07,0.1042
41,Oregon,2012,39578.36,3062.85,1032.01,0.1035
42,Pennsylvania,1977,7492.23,556.49,234.74,0.1056
42,Pennsylvania,1978,8237.53,618.11,252.23,0.1057
42,Pennsylvania,1979,9100.25,660.56,263.46,0.1015
42,Pennsylvania,1980,9926.96,714.19,285.31,0.1007
42,Pennsylvania,1981,10931.19,758.03,320.37,0.0987
42,Pennsylvania,1982,11742.07,821.83,352.12,0.1000
42,Pennsylvania,1983,12174.04,869.20,367.83,0.1016
42,Pennsylvania,1984,13365.91,960.97,403.71,0.1021
42,Pennsylvania,1985,13941.19,1032.87,432.30,0.1051
42,Pennsylvania,1986,15185.86,1094.33,460.55,0.1024
42,Pennsylvania,1987,15622.66,1168.62,477.47,0.1054
42,Pennsylvania,1988,17222.91,1230.96,516.74,0.1015
42,Pennsylvania,1989,18281.52,1316.55,541.05,0.1016
42,Pennsylvania,1990,19316.37,1395.29,565.88,0.1015
42,Pennsylvania,1991,19895.44,1422.47,587.01,0.1010
42,Pennsylvania,1992,20666.54,1615.34,612.28,0.1078
42,Pennsylvania,1993,21509.54,1682.49,636.92,0.1078
42,Pennsylvania,1994,22243.94,1749.75,651.39,0.1079
42,Pennsylvania,1995,23300.59,1839.67,667.21,0.1076
42,Pennsylvania,1996,24484.26,1894.33,672.93,0.1049
42,Pennsylvania,1997,26050.43,1992.28,701.62,0.1034
42,Pennsylvania,1998,27889.05,2102.14,728.77,0.1015
42,Pennsylvania,1999,29505.86,2193.28,743.84,0.0995
42,Pennsylvania,2000,31258.62,2280.40,775.99,0.0978
42,Pennsylvania,2001,32195.85,2357.04,806.62,0.0983
42,Pennsylvania,2002,31830.74,2394.19,804.33,0.1005
42,Pennsylvania,2003,32526.37,2517.80,851.18,0.1036
42,Pennsylvania,2004,34515.22,2725.46,889.31,0.1047
42,Pennsylvania,2005,36972.50,2834.38,1035.55,0.1047
42,Pennsylvania,2006,39129.87,2949.21,1142.16,0.1046
42,Pennsylvania,2007,41131.22,3142.42,1183.50,0.1052
42,Pennsylvania,2008,41741.52,3258.20,1232.60,0.1076
42,Pennsylvania,2009,40103.20,3036.49,1132.23,0.1039
42,Pennsylvania,2010,40312.21,3092.50,1099.00,0.1040
42,Pennsylvania,2011,42636.67,3227.94,1158.23,0.1029
42,Pennsylvania,2012,45046.00,3384.52,1204.16,0.1019
44,Rhode Island,1977,7193.29,568.97,266.70,0.1162
44,Rhode Island,1978,7823.32,610.50,287.09,0.1147
44,Rhode Island,1979,8659.27,691.28,300.50,0.1145
44,Rhode Island,1980,9605.37,719.67,330.26,0.1093
44,Rhode Island,1981,10825.43,799.44,373.86,0.1084
44,Rhode Island,1982,11615.76,891.91,408.11,0.1119
44,Rhode Island,1983,12326.60,964.66,432.47,0.1133
44,Rhode Island,1984,13455.65,1039.42,481.09,0.1130
44,Rhode Island,1985,14653.42,1085.43,526.87,0.1100
44,Rhode Island,1986,15658.93,1124.14,557.95,0.1074
44,Rhode Island,1987,16792.04,1258.70,600.60,0.1107
44,Rhode Island,1988,18105.45,1353.13,638.83,0.1100
44,Rhode Island,1989,19704.91,1397.66,685.72,0.1057
44,Rhode Island,1990,20353.92,1521.78,708.33,0.1096
44,Rhode Island,1991,20359.79,1599.99,709.31,0.1134
44,Rhode Island,1992,20766.48,1746.80,738.52,0.1197
44,Rhode Island,1993,21623.12,1800.83,767.80,0.1188
44,Rhode Island,1994,22377.95,1871.13,777.20,0.1183
44,Rhode Island,1995,23354.48,1976.77,798.89,0.1188
44,Rhode Island,1996,24492.99,2037.58,813.05,0.1164
44,Rhode Island,1997,25979.71,2186.93,853.38,0.1170
44,Rhode Island,1998,27877.01,2296.99,895.80,0.1145
44,Rhode Island,1999,29590.65,2359.10,907.84,0.1104
44,Rhode Island,2000,31698.30,2487.52,967.88,0.1090
44,Rhode Island,2001,33000.32,2675.16,1025.86,0.1122
44,Rhode Island,2002,32741.18,2649.72,994.68,0.1113
44,Rhode Island,2003,33946.83,2789.62,1058.93,0.1134
44,Rhode Island,2004,36332.84,3017.89,1123.89,0.1140
44,Rhode Island,2005,38298.63,2977.86,1284.86,0.1113
44,Rhode Island,2006,40195.03,3047.85,1413.70,0.1110
44,Rhode Island,2007,42589.33,3108.43,1481.44,0.1078
44,Rhode Island,2008,42786.34,3186.87,1541.31,0.1105
44,Rhode Island,2009,40997.76,3243.20,1384.48,0.1129
44,Rhode Island,2010,41706.19,3299.98,1365.34,0.1119
44,Rhode Island,2011,44154.28,3245.74,1471.17,0.1068
44,Rhode Island,2012,46359.05,3475.91,1521.60,0.1078
45,South Carolina,1977,5797.12,359.67,186.05,0.0941
45,South Carolina,1978,6351.35,406.28,199.92,0.0954
45,South Carolina,1979,7037.14,441.27,209.36,0.0925
45,South Carolina,1980,7711.88,482.48,226.03,0.0919
45,South Carolina,1981,8571.64,524.87,249.74,0.0904
45,South Carolina,1982,9146.93,569.00,272.48,0.0920
45,South Carolina,1983,9574.81,614.43,285.57,0.0940
45,South Carolina,1984,10629.09,684.34,320.50,0.0945
45,South Carolina,1985,11513.83,749.31,347.32,0.0952
45,South Carolina,1986,12291.36,794.73,367.43,0.0946
45,South Carolina,1987,12982.63,864.99,389.72,0.0966
45,South Carolina,1988,13923.94,939.85,416.34,0.0974
45,South Carolina,1989,15087.04,1010.84,442.47,0.0963
45,South Carolina,1990,15800.81,1090.98,460.83,0.0982
45,South Carolina,1991,16303.00,1083.76,475.26,0.0956
45,South Carolina,1992,16778.02,1082.80,498.61,0.0943
45,South Carolina,1993,17556.87,1160.92,521.99,0.0959
45,South Carolina,1994,18327.72,1200.78,540.08,0.0950
45,South Carolina,1995,19420.26,1284.06,560.32,0.0950
45,South Carolina,1996,20446.49,1335.27,564.21,0.0929
45,South Carolina,1997,21741.60,1400.61,589.70,0.0915
45,South Carolina,1998,23120.04,1488.83,613.99,0.0910
45,South Carolina,1999,24646.56,1586.44,639.34,0.0903
45,South Carolina,2000,25901.91,1657.13,662.58,0.0896
45,South Carolina,2001,26490.55,1694.31,678.19,0.0896
45,South Carolina,2002,26179.06,1651.46,680.60,0.0891
45,South Carolina,2003,26665.94,1716.52,712.01,0.0911
45,South Carolina,2004,28048.21,1803.51,738.80,0.0906
45,South Carolina,2005,30212.96,1829.74,873.10,0.0895
45,South Carolina,2006,32268.92,1883.74,980.73,0.0888
45,South Carolina,2007,33816.14,2081.74,1004.82,0.0913
45,South Carolina,2008,33782.23,2018.58,1017.12,0.0899
45,South Carolina,2009,32158.28,1946.12,913.91,0.0889
45,South Carolina,2010,31927.50,1891.06,871.51,0.0865
45,South Carolina,2011,33136.94,1884.94,902.04,0.0841
45,South Carolina,2012,34820.69,1998.87,936.94,0.0843
46,South Dakota,1977,6157.25,352.34,219.80,0.0929
46,South Dakota,1978,7172.37,381.84,248.81,0.0879
46,South Dakota,1979,8085.94,408.80,261.12,0.0828
46,South Dakota,1980,8448.04,437.64,273.51,0.0842
46,South Dakota,1981,9149.76,465.65,299.06,0.0836
46,South Dakota,1982,9965.06,499.63,332.53,0.0835
46,South Dakota,1983,10132.24,504.81,345.82,0.0840
46,South Dakota,1984,10945.81,531.79,376.64,0.0830
46,South Dakota,1985,11880.33,561.20,400.45,0.0809
46,South Dakota,1986,12217.93,621.07,408.06,0.0842
46,South Dakota,1987,12979.48,644.27,430.93,0.0828
46,South Dakota,1988,13657.98,710.68,445.83,0.0847
46,South Dakota,1989,14517.07,717.08,462.93,0.0813
46,South Dakota,1990,15732.89,766.93,493.36,0.0801
46,South Dakota,1991,16697.72,796.11,526.11,0.0792
46,South Dakota,1992,17546.09,826.03,560.97,0.0790
46,South Dakota,1993,18448.44,867.87,594.92,0.0793
46,South Dakota,1994,19490.22,936.66,618.13,0.0798
46,South Dakota,1995,20169.53,978.41,626.57,0.0796
46,South Dakota,1996,21616.53,1004.91,640.01,0.0761
46,South Dakota,1997,22879.18,1038.49,670.74,0.0747
46,South Dakota,1998,24462.00,1145.39,695.31,0.0752
46,South Dakota,1999,26217.38,1164.13,723.38,0.0720
46,South Dakota,2000,27896.70,1209.00,772.60,0.0710
46,South Dakota,2001,28658.04,1260.94,814.61,0.0724
46,South Dakota,2002,28315.27,1272.80,831.18,0.0743
46,South Dakota,2003,29687.09,1353.27,897.18,0.0758
46,South Dakota,2004,32478.52,1382.13,957.69,0.0720
46,South Dakota,2005,34496.13,1498.80,1104.64,0.0755
46,South Dakota,2006,35748.28,1444.77,1200.08,0.0740
46,South Dakota,2007,37740.72,1616.02,1230.45,0.0754
46,South Dakota,2008,40641.61,1670.86,1347.95,0.0743
46,South Dakota,2009,39278.12,1790.31,1268.78,0.0779
46,South Dakota,2010,39330.04,1800.69,1244.07,0.0774
46,South Dakota,2011,42964.11,1757.81,1350.37,0.0723
46,South Dakota,2012,46780.66,1910.79,1407.30,0.0709
47,Tennessee,1977,6159.67,318.87,193.12,0.0831
47,Tennessee,1978,6826.74,351.51,210.57,0.0823
47,Tennessee,1979,7624.10,374.74,221.49,0.0782
47,Tennessee,1980,8159.55,380.38,234.77,0.0754
47,Tennessee,1981,9039.65,414.05,259.16,0.0745
47,Tennessee,1982,9591.04,439.13,281.19,0.0751
47,Tennessee,1983,10058.80,468.33,295.08,0.0759
47,Tennessee,1984,11020.17,513.88,325.30,0.0761
47,Tennessee,1985,12056.60,586.38,355.71,0.0781
47,Tennessee,1986,12902.07,636.27,374.68,0.0784
47,Tennessee,1987,13832.82,690.72,401.95,0.0790
47,Tennessee,1988,14799.99,738.06,427.99,0.0788
47,Tennessee,1989,15896.26,779.21,452.07,0.0775
47,Tennessee,1990,16507.33,823.57,463.18,0.0779
47,Tennessee,1991,17059.61,833.23,482.34,0.0771
47,Tennessee,1992,17994.72,934.03,509.54,0.0802
47,Tennessee,1993,19133.89,1038.47,540.45,0.0825
47,Tennessee,1994,20018.57,1052.44,558.82,0.0805
47,Tennessee,1995,21142.24,1059.03,579.41,0.0775
47,Tennessee,1996,22226.45,1112.94,583.45,0.0763
47,Tennessee,1997,23522.58,1163.22,604.97,0.0752
47,Tennessee,1998,25349.84,1219.40,630.70,0.0730
47,Tennessee,1999,27208.06,1256.81,656.25,0.0703
47,Tennessee,2000,28260.69,1286.90,671.23,0.0693
47,Tennessee,2001,28907.37,1317.89,686.03,0.0693
47,Tennessee,2002,28582.72,1326.02,680.26,0.0702
47,Tennessee,2003,29158.34,1422.33,714.03,0.0733
47,Tennessee,2004,30958.07,1563.88,749.22,0.0747
47,Tennessee,2005,32882.51,1587.63,875.46,0.0749
47,Tennessee,2006,34457.48,1639.84,965.47,0.0756
47,Tennessee,2007,35680.53,1762.48,979.88,0.0769
47,Tennessee,2008,35757.66,1781.46,999.90,0.0778
47,Tennessee,2009,34074.13,1745.20,907.18,0.0778
47,Tennessee,2010,34242.23,1775.72,883.67,0.0777
47,Tennessee,2011,36043.39,1791.33,924.16,0.0753
47,Tennessee,2012,38178.36,1860.96,944.19,0.0735
48,Texas,1977,7100.68,365.15,210.33,0.0810
48,Texas,1978,7863.63,396.46,228.10,0.0794
48,Texas,1979,8891.66,423.28,242.37,0.0749
48,Texas,1980,9794.65,449.74,259.93,0.0725
48,Texas,1981,11102.30,493.30,288.92,0.0705
48,Texas,1982,12185.39,544.01,318.96,0.0708
48,Texas,1983,12365.95,558.30,325.95,0.0715
48,Texas,1984,13187.25,605.44,351.96,0.0726
48,Texas,1985,14275.86,711.02,381.88,0.0766
48,Texas,1986,14910.30,760.10,396.05,0.0775
48,Texas,1987,14967.20,798.37,400.16,0.0801
48,Texas,1988,15599.37,896.11,413.55,0.0840
48,Texas,1989,16713.52,959.88,433.43,0.0834
48,Texas,1990,17464.61,1016.95,443.75,0.0836
48,Texas,1991,18152.27,1082.06,456.24,0.0847
48,Texas,1992,18826.18,1140.19,476.51,0.0859
48,Texas,1993,19711.71,1197.76,496.86,0.0860
48,Texas,1994,20392.23,1278.21,505.97,0.0875
48,Texas,1995,21364.35,1320.78,522.49,0.0863
48,Texas,1996,22532.23,1349.19,523.22,0.0831
48,Texas,1997,24252.13,1394.11,549.21,0.0801
48,Texas,1998,26485.39,1455.58,580.89,0.0769
48,Texas,1999,28278.16,1530.73,597.30,0.0753
48,Texas,2000,29981.34,1580.60,623.00,0.0735
48,Texas,2001,31258.12,1675.76,644.21,0.0742
48,Texas,2002,30552.97,1740.05,626.91,0.0775
48,Texas,2003,30552.91,1762.33,658.78,0.0792
48,Texas,2004,32027.78,1863.95,684.90,0.0796
48,Texas,2005,34475.95,1870.22,830.73,0.0783
48,Texas,2006,37620.52,1958.87,955.50,0.0775
48,Texas,2007,39425.96,2154.18,964.74,0.0791
48,Texas,2008,41086.51,2159.51,1027.21,0.0776
48,Texas,2009,39351.07,2283.39,945.56,0.0821
48,Texas,2010,37720.38,2222.16,883.60,0.0823
48,Texas,2011,40770.46,2140.15,961.20,0.0761
48,Texas,2012,44080.98,2332.13,1008.06,0.0758
49,Utah,1977,6367.09,469.38,210.81,0.1068
49,Utah,1978,6998.58,520.98,228.44,0.1071
49,Utah,1979,7707.55,579.47,239.20,0.1062
49,Utah,1980,8315.44,620.19,253.48,0.1051
49,Utah,1981,9028.71,646.32,271.29,0.1016
49,Utah,1982,9667.84,697.73,297.36,0.1029
49,Utah,1983,9948.76,721.17,306.23,0.1033
49,Utah,1984,10796.09,842.19,334.90,0.1090
49,Utah,1985,11645.89,920.90,360.88,0.1101
49,Utah,1986,12267.75,942.37,375.05,0.1074
49,Utah,1987,12686.76,1016.99,389.00,0.1108
49,Utah,1988,13275.30,1092.30,406.59,0.1129
49,Utah,1989,14207.53,1090.30,422.83,0.1065
49,Utah,1990,14997.59,1171.89,442.70,0.1077
49,Utah,1991,15795.81,1203.24,468.53,0.1058
